sid,id,position,created_at,created_meta,updated_at,updated_meta,meta,Borough Location,Park Location,Sports Played,Week Start Date,Week End Date,Sunday's Attendance,Monday's Attendance,Tuesday's Attendance,Wednesday's Attendance,Thursday's Attendance,Friday's Attendance,Saturday's Attendance,Attendance Sum
row-bxcs-3u2d~g4gu,00000000-0000-0000-45EB-3B4F5447C52B,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,"Soccer, Basketball, ultimate Frisbee",2017-04-23T00:00:00,2017-04-22T00:00:00,25,20,30,26,22,100,37,260
row-sgvx.jeuh_zzyg,00000000-0000-0000-CCC1-41BA08ABF8D8,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,Basketball,2017-04-30T00:00:00,2017-05-06T00:00:00,250,95,120,180,400,0,0,1045
row-8hux_rmg8_ngcq,00000000-0000-0000-63AE-D11D5CFF6890,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,Soccer,2017-05-07T00:00:00,2017-05-13T00:00:00,590,180,250,440,550,730,0,2740
row-je6p~nb4t-q77q,00000000-0000-0000-45CE-02DF7311CF9F,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,Pillow Polo,2017-05-14T00:00:00,2017-05-20T00:00:00,550,708,58,680,975,333,670,3974
row-mmti~7pi7-mvbh,00000000-0000-0000-DE08-3DA839F83E0F,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,All sports,2017-05-21T00:00:00,2017-05-27T00:00:00,300,375,280,200,0,370,800,2325
row-95ea_pu7x-f92a,00000000-0000-0000-7881-A1BB87596CCA,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,All Sports,2017-05-28T00:00:00,2017-06-03T00:00:00,0,210,320,280,200,310,210,1530
row-5i28-4ert.jbsp,00000000-0000-0000-D993-E8DDF590A3B0,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,All Sports,2017-04-23T00:00:00,2017-04-29T00:00:00,0,225,320,280,200,310,210,1545
row-8345~68u2.jcci,00000000-0000-0000-E10F-CA0FD04F59CB,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,Soccer,2017-05-28T00:00:00,2017-06-03T00:00:00,1450,0,810,560,850,1250,0,4920
row-cpv9-v8sn~s534,00000000-0000-0000-9460-E95116432200,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,SoftBall,2017-06-04T00:00:00,2017-06-10T00:00:00,850,380,0,325,520,950,700,3725
row-i574.hhdg.883v,00000000-0000-0000-957B-EDAEF741D5B4,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,Numerous Sports,2017-06-11T00:00:00,2017-06-17T00:00:00,0,0,775,495,475,75,395,2215
row-v4tc~vm28_yxa7,00000000-0000-0000-2C68-F65AF0E04C52,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,"Basketball, Rugby, Soccer, Dodgeball, Pillo Polo, Ultimate Frisbee",2017-06-19T00:00:00,2017-06-24T00:00:00,0,175,500,520,626,400,575,2796
row-pfr9-jqui~wgez,00000000-0000-0000-4A41-449B5F241826,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball, soccer, football, track,",2017-05-07T00:00:00,2017-05-13T00:00:00,0,0,25,20,23,26,27,121
row-6xi2-p3wu.ciww,00000000-0000-0000-7BE7-65FEA69C6B0C,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball, soccer, table tennis, football, track",2017-05-14T00:00:00,2017-05-20T00:00:00,0,0,20,22,23,21,20,106
row-i2m9.7d6f-x8be,00000000-0000-0000-A182-13C96DC480A8,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Soccer, basketball, tennis, track, football, kickball",2017-05-21T00:00:00,2017-05-27T00:00:00,0,0,23,26,25,26,27,127
row-mntj-ppaa~t22f,00000000-0000-0000-FF3E-8582FEE42E23,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Soccer, Basketball, Kickball, Football, table tennis",2017-05-28T00:00:00,2017-06-03T00:00:00,0,0,10,30,29,26,15,110
row-cizj~dap2~3iti,00000000-0000-0000-DA49-9A22FCBF6BBF,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball. soccer, table tennis, football, kickball,",2017-06-04T00:00:00,2017-06-10T00:00:00,0,0,25,27,28,27,20,127
row-qm4j~iu42-q42c,00000000-0000-0000-FAEA-DE511BAE41E0,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball, Table tennis, soccer, football, kickball",2017-06-11T00:00:00,2017-06-17T00:00:00,0,0,13,20,23,22,12,90
row-ensw~gbgd~ue5p,00000000-0000-0000-AD22-A2BF5AD5E1B8,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball, baseball, football, soccer, table tennis, track, group games",2017-06-18T00:00:00,2017-06-24T00:00:00,0,0,41,30,39,32,30,172
row-bu5m~5bxu_fehv,00000000-0000-0000-D4C3-00933B3F4AD2,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,"Soccer, Rugby, softball, basketball, and Ultimate Frisbee",2017-06-25T00:00:00,2017-07-01T00:00:00,0,575,450,600,680,675,0,2980
row-r43w_su8a-p5ir,00000000-0000-0000-A97F-DB6142D54207,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,13,18,23,0,54
row-xefm~ajcc_n4ua,00000000-0000-0000-CACB-06E3F0137F14,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,12,32,17,0,61
row-m63r-nxkp~7jst,00000000-0000-0000-08C8-B412A6D9BE9B,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Volleyball,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,13,26,0,0,39
row-3gw8-hju7.u3ji,00000000-0000-0000-95DD-8D359D2C3CE1,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,8,0,9,0,17
row-25gg-t3ke~bdsi,00000000-0000-0000-9F35-229F8402DCD7,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Softball,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,0,0,14,0,14
row-dzu3~zfgr-4p5a,00000000-0000-0000-3FF3-AE2D2F7B4783,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Flag Football,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,0,21,0,0,21
row-4d6j.cbhy-tifj,00000000-0000-0000-5439-23F2182FC771,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Kickball,2017-07-05T00:00:00,2017-07-07T00:00:00,0,0,0,0,20,0,0,20
row-wnwb_s97e.frsb,00000000-0000-0000-0D31-B80A072709C9,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball, soccer, baseball, kickball, flag football, ping pong",2017-06-25T00:00:00,2017-07-01T00:00:00,0,0,45,60,42,36,47,230
row-rwc5-wmrr.hvub,00000000-0000-0000-21C2-78108798DB64,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,"Basketball, Rugby, Baseball, dodgeball,",2017-07-02T00:00:00,2017-07-08T00:00:00,0,550,450,500,400,100,600,2600
row-ika9~wa83.ycir,00000000-0000-0000-D1B3-AAA275CCCD1F,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-10T00:00:00,2017-07-10T00:00:00,0,31,0,0,0,0,0,31
row-h5zg_7xik-h7rv,00000000-0000-0000-8855-02EC2976356F,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-10T00:00:00,2017-07-10T00:00:00,0,29,0,0,0,0,0,29
row-w4tm-iuq8~gumj,00000000-0000-0000-02B1-ADBE2E6EC0FC,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-10T00:00:00,2017-07-10T00:00:00,0,23,0,0,0,0,0,23
row-7xqk-zwuw_m35f,00000000-0000-0000-8E40-1542B1280B50,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Volleyball,2017-07-10T00:00:00,2017-07-10T00:00:00,0,19,0,0,0,0,0,19
row-i78t.tkdt.xzsp,00000000-0000-0000-1361-E3DD6BDE9545,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-10T00:00:00,2017-07-10T00:00:00,0,18,0,0,0,0,0,18
row-tsc5.87w6.n938,00000000-0000-0000-FF3D-E403721D1991,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-11T00:00:00,2017-07-11T00:00:00,0,0,27,0,0,0,0,27
row-tmuh_7vzx~nikj,00000000-0000-0000-4377-D0920468DCF8,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Kickball,2017-07-11T00:00:00,2017-07-11T00:00:00,0,0,22,0,0,0,0,22
row-2hsg-dq9k_m6qt,00000000-0000-0000-A249-89032D42D65B,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-11T00:00:00,2017-07-11T00:00:00,0,0,24,0,0,0,0,24
row-vzs4~uugv_b57u,00000000-0000-0000-4831-E8036D94782B,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Softball,2017-07-11T00:00:00,2017-07-11T00:00:00,0,0,24,0,0,0,0,24
row-3u75_i88i.gk8w,00000000-0000-0000-9D8D-972A58F00B4F,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Flag Football,2017-07-11T00:00:00,2017-07-11T00:00:00,0,0,15,0,0,0,0,15
row-9y5p~vwdw.5q2v,00000000-0000-0000-675C-B49CE8EAC526,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-12T00:00:00,2017-07-12T00:00:00,0,0,0,17,0,0,0,17
row-bu7d~e3dx~87vx,00000000-0000-0000-663C-EE0D53F125E9,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-12T00:00:00,2017-07-12T00:00:00,0,0,0,18,0,0,0,18
row-yew9~9ur5_7gag,00000000-0000-0000-52CE-AFD692D6B590,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Free Play,2017-07-12T00:00:00,2017-07-12T00:00:00,0,0,0,20,0,0,0,20
row-u572.nvga_563y,00000000-0000-0000-DA56-0F98430597F5,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-12T00:00:00,2017-07-12T00:00:00,0,0,0,14,0,0,0,14
row-wr29_rua9~rghy,00000000-0000-0000-48EE-748435141AC7,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Family Zumba,2017-07-12T00:00:00,2017-07-12T00:00:00,0,0,0,14,0,0,0,14
row-x5n3.3wg3_sf5f,00000000-0000-0000-945A-B54E7BC9ABE5,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Basketball,soccer, kickball, ping pong, flag football",2017-07-02T00:00:00,2017-07-08T00:00:00,0,0,0,46,42,15,20,123
row-pesm-jjim_fs7v,00000000-0000-0000-C949-CAD5D6DCBD3C,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-13T00:00:00,2017-07-13T00:00:00,0,0,0,0,20,0,0,20
row-hqaa-uih3.pv7j,00000000-0000-0000-B08B-1020A6CAE204,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-13T00:00:00,2017-07-13T00:00:00,0,0,0,0,22,0,0,22
row-9n7b.gpmj-rvis,00000000-0000-0000-44B3-4A4BB6944577,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-13T00:00:00,2017-07-13T00:00:00,0,0,0,0,24,0,0,24
row-ci6m_p3iw-i68z,00000000-0000-0000-4828-23AAB11C82CB,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Kickball,2017-07-13T00:00:00,2017-07-13T00:00:00,0,0,0,0,22,0,0,22
row-7mqd.4xve-s3tp,00000000-0000-0000-4179-442DFE94D0BF,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-14T00:00:00,2017-07-14T00:00:00,0,0,0,0,0,12,0,12
row-eza4_29mq~9kqs,00000000-0000-0000-DDA5-14B26E9B718D,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-14T00:00:00,2017-07-14T00:00:00,0,0,0,0,0,13,0,13
row-gnpd~8g4a-en5f,00000000-0000-0000-EEF2-23C354380887,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-14T00:00:00,2017-07-14T00:00:00,0,0,0,0,0,19,0,19
row-j9r4.rxsg~23ag,00000000-0000-0000-9836-09543AF8E8B3,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-14T00:00:00,2017-07-14T00:00:00,0,0,0,0,0,17,0,17
row-qz7u_78hx-nb3b,00000000-0000-0000-C9BF-E6669274EE38,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Softball,2017-07-14T00:00:00,2017-07-14T00:00:00,0,0,0,0,0,17,0,17
row-4sdi~etqb_bdan,00000000-0000-0000-9926-C29E76F3886F,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,"Basketball, Rugby, soccer, ultimate frisbee, dodgeball",2017-07-09T00:00:00,2017-07-15T00:00:00,0,520,650,355,525,0,375,2425
row-7q3w.x9fe-gyff,00000000-0000-0000-0246-8A8CB71514D6,0,1540996344,,1540996344,,{ },Bronx,Williamsbridge Oval,"Soccer, Basketball, Kickball, Flag Football,",2017-07-09T00:00:00,2017-07-15T00:00:00,0,0,54,45,47,0,0,146
row-xhqw_9ju4_vqwq,00000000-0000-0000-4EE0-76254362DFE1,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-17T00:00:00,2017-07-17T00:00:00,0,23,0,0,0,0,0,23
row-p82w~w3mj~kxfr,00000000-0000-0000-0BCC-1AB458CB5568,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-18T00:00:00,2017-07-18T00:00:00,0,0,22,0,0,0,0,22
row-yiqq_dc96_nv6i,00000000-0000-0000-10FE-9F9678300776,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-19T00:00:00,2017-07-19T00:00:00,0,0,0,29,0,0,0,29
row-yzq6~wa5y~jh95,00000000-0000-0000-A2F3-6FC9DD127FF4,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-20T00:00:00,2017-07-20T00:00:00,0,0,0,0,18,0,0,18
row-dcue_csmy.ngwp,00000000-0000-0000-4007-1BCF53C03C81,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-17T00:00:00,2017-07-17T00:00:00,0,18,0,0,0,0,0,18
row-dq4c.wvwu_iejr,00000000-0000-0000-1C0C-93FB51C129A6,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-19T00:00:00,2017-07-19T00:00:00,0,0,0,25,0,0,0,25
row-x57n.mqxg.kdrf,00000000-0000-0000-A7E8-CF708F5F355E,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-17T00:00:00,2017-07-17T00:00:00,0,30,0,0,0,0,0,30
row-twhs-ca5t-e9kr,00000000-0000-0000-D3C9-CBB1BC4C2B74,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-18T00:00:00,2017-07-18T00:00:00,0,0,20,0,0,0,0,20
row-5gp5.66y9_wwgy,00000000-0000-0000-1E17-57D9BE5641BF,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-20T00:00:00,2017-07-20T00:00:00,0,0,0,0,21,0,0,21
row-4839-rdtq_nn8x,00000000-0000-0000-F1CB-06381DDC7112,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Volleyball,2017-07-17T00:00:00,2017-07-17T00:00:00,0,21,0,0,0,0,0,21
row-fdcv~qcmi-wur4,00000000-0000-0000-8112-1FAFBAB00B29,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Volleyball,2017-07-20T00:00:00,2017-07-20T00:00:00,0,0,0,0,13,0,0,13
row-rb6u~qbza-9zjh,00000000-0000-0000-DB81-B5567EB570F6,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-17T00:00:00,2017-07-17T00:00:00,0,21,0,0,0,0,0,21
row-zfj4~nibh-u8pr,00000000-0000-0000-C7BE-5B37C332F965,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-18T00:00:00,2017-07-18T00:00:00,0,0,13,0,0,0,0,13
row-c47n-sdtw.yycb,00000000-0000-0000-8DC8-E7C83FFE9A28,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-19T00:00:00,2017-07-19T00:00:00,0,0,0,8,0,0,0,8
row-zrza~zkmv.67cp,00000000-0000-0000-950A-6995A7861E15,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Softball,2017-07-18T00:00:00,2017-07-18T00:00:00,0,0,14,0,0,0,0,14
row-9pne~vc25_9zz4,00000000-0000-0000-A244-D05CCEFB2DAA,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Rugby,2017-07-19T00:00:00,2017-07-19T00:00:00,0,0,0,14,0,0,0,14
row-aatf.2mvy_ac5s,00000000-0000-0000-9F2B-39232DAC37E5,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Family Zumba,2017-07-19T00:00:00,2017-07-19T00:00:00,0,0,0,13,0,0,0,13
row-r6nc.a7jy_u4fn,00000000-0000-0000-F572-00A3DB042700,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Kickball,2017-07-18T00:00:00,2017-07-18T00:00:00,0,0,16,0,0,0,0,16
row-tegq_t57s_7trn,00000000-0000-0000-FFB2-DC737475A68A,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Kickball,2017-07-20T00:00:00,2017-07-20T00:00:00,0,0,0,0,18,0,0,18
row-gne2.mwa4.48qz,00000000-0000-0000-7DDE-E9593A338E92,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Softball,2017-07-21T00:00:00,2017-07-21T00:00:00,0,0,0,0,0,11,0,11
row-gi2h~vmih-2yps,00000000-0000-0000-B00E-63295135E373,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-21T00:00:00,2017-07-21T00:00:00,0,0,0,0,0,21,0,21
row-aasd_h6hf~avdk,00000000-0000-0000-140D-52BEE7E2972E,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-21T00:00:00,2017-07-21T00:00:00,0,0,0,0,0,14,0,14
row-398y.gb2z-c6z3,00000000-0000-0000-CD22-3F9E23FD59E1,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-21T00:00:00,2017-07-21T00:00:00,0,0,0,0,0,23,0,23
row-rgmn.aqu3-rgw6,00000000-0000-0000-3F1A-D62009CD0F01,0,1540996344,,1540996344,,{ },Queens,Playground for All Children,"Paddle Ball, Soccer, Ultimate Frisbee, Rugby, Softball",2017-07-16T00:00:00,2017-07-22T00:00:00,0,520,450,355,425,0,375,2125
row-spr7~2uga.pm5n,00000000-0000-0000-BF34-D5363B49FB1E,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-24T00:00:00,2017-07-24T00:00:00,0,7,0,0,0,0,0,7
row-njyu-xdc7~c2ru,00000000-0000-0000-C885-189586F0D452,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-24T00:00:00,2017-07-24T00:00:00,0,30,0,0,0,0,0,30
row-uvsw-f8x8_zpkd,00000000-0000-0000-8DEE-6A2190270745,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Volleyball,2017-07-24T00:00:00,2017-07-24T00:00:00,0,11,0,0,0,0,0,11
row-3feu_5uny-frfy,00000000-0000-0000-2AF1-9F61561BA1BE,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Field Games,2017-07-24T00:00:00,2017-07-24T00:00:00,0,8,0,0,0,0,0,8
row-3f9v.p234_rswz,00000000-0000-0000-BB8B-811292EAA7DE,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-25T00:00:00,2017-07-25T00:00:00,0,0,31,0,0,0,0,31
row-57jf~5idk-djdd,00000000-0000-0000-EC10-2B8733437F4F,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-25T00:00:00,2017-07-25T00:00:00,0,0,22,0,0,0,0,22
row-swji_h8x9-jvtz,00000000-0000-0000-0E54-8ED577D823B3,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Softball,2017-07-25T00:00:00,2017-07-25T00:00:00,0,0,19,0,0,0,0,19
row-4qmv.cvj3_em5s,00000000-0000-0000-0E72-3384CB4C6441,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Flag Football,2017-07-25T00:00:00,2017-07-25T00:00:00,0,0,17,0,0,0,0,17
row-dzyh~vbdu_s233,00000000-0000-0000-E6AD-855B71A53248,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Kickball,2017-07-25T00:00:00,2017-07-25T00:00:00,0,0,25,0,0,0,0,25
row-cuaw~vz9c-cpjd,00000000-0000-0000-6AF6-8991FB411F90,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Basketball,2017-07-26T00:00:00,2017-07-26T00:00:00,0,0,0,31,0,0,0,31
row-gfbs.25vy.7e6k,00000000-0000-0000-947B-5CF66D69DC58,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Track,2017-07-26T00:00:00,2017-07-26T00:00:00,0,0,0,23,0,0,0,23
row-8vcs~achj_4nzr,00000000-0000-0000-6772-7D9EE42739B2,0,1540996344,,1540996344,,{ },Brooklyn,Sunset Park,Soccer,2017-07-26T00:00:00,2017-07-26T00:00:00,0,0,0,14,0,0,0,14
